"题目","朝代","作者","内容"
"题烈妇张沈氏殉节事古体九解 其二","清末民国初","陈肇兴","妇姓沈氏名心娘，十八于归张家郎。举案齐眉慕孟光，如胶如漆乐且未央。忽忽五年，载弄之璋。二竖入室，夫病于床。求神问药，泪睫承眶。一朝怛化，五内崩裂如沃汤。大哭一声，气结无语。娣姒急申救，阿翁欲言不言泪如雨。曰汝有孤儿在，旦夕须哺乳。长跪谢阿翁，妾心坚如铜。儿生有祖累姑嫜，妾身虽死儿可长。夫没无人侍巾帚，妾身不去谁为偶。黄泉会有相见时，升天入地妾从之。明珠为夫敛，绮罗为夫装，执绋扶柩上北邙。归来拜姑泣。绾我同心缕，著我嫁时衣。孤灯耿耿酸风吹，尺组毕命人不知。人不知，举家奔救乌乌啼。生同衾，死同穴。青冢巢鸳鸯，飞鸣自成匹，谓予不信如皦日。人慕妇，烈且贞。我作歌，戒贪生。吁嗟乎，女子仗义能杀身，何乃国家多全躯保妻子之庸臣。"
"赤嵌竹枝词","清末民国初","陈肇兴","才过罗山喜鹊呼，人家篱落绿珊瑚。朱甍碧瓦连茅屋，合作丹青水墨图。春牛浦接鲫鱼潭，绿竹苍松翠色参。万顷良田环郡郭，劝农人在聚星庵。汐社当时萃列仙，福台新咏几流传。东山风月浑如昨，不见诗人二百年。清华水木说澄台，曾学刘郎去又来。屈指斐亭双铁树，十年两度见花开。水浅蓬莱海又乾，安平晚渡踏成阡。鸿泥回首沧桑改，只阅春光十二年。东溟西屿海潮通，万斛泉源一叶风。日暮数声欸乃起，水船都泊水仙宫。新妆几队绾双鸦，小盖相携半面遮。绝似芙蓉才出水，一枝叶护一枝花。一曲红绡不论钱，青楼几处斗婵娟。年来吃尽人间火，瘦骨轻松似剑仙。水仙宫外是侬家，来往估船惯吃茶。笑指郎身似钱树，好风吹到便开花。银丝鲙斫正头乌，二八佳人捧玉壶。但乞郎如鱼有信，一年一度到东都。龙船四月鼓鼕鼕，锦缆牙樯斗晚风。两岸夕阳照金碧，紫标都插浪花中。荷兰城外一声雷，锣鼓喧阗几处催。侬向南鲲赛神去，郎从北港进香来。红毛楼下草昏昏，访古人争说北园。霸业销沈歌舞歇，空留初地在沙门。梅子黄时雨满溪，累累佛果證菩提。当垆十五鸦头女，手把鸾刀劈凤梨。槟榔蒌叶逐时新，个个红潮上绛唇。寄语女儿贪黑齿，瓠犀曾及卫夫人。"
"南台江竹枝词","清末民国初","陈肇兴","南台江下水汤汤，两岸人家涨腻香。日暮珠帘都捲起，一奁秋水照梳妆。石马江连海水长，东西两峡似瞿唐。送郎不过磨心塔，郎自磨心妾断肠。"
"山中观物杂咏","清末民国初","易顺鼎","细草昨争碧，疏荷今弄青。微波想鸥鹭，永夜乱蛙萤。明岁花应放，何时叶可听。凭阑吾对汝，幽绝两忘形。涧失女猿久，千钱新赎归。莫啼深峡树，防湿定僧衣。笼槛刑应免，山林事已非。主人蔬果俭，恐尔亦难肥。寒蝶不能去，相依认作仙。映镫飘雨坐，窥客枕书眠。栩栩寰中梦，沈沈槛外天。荒山销彩翅，知否惜华年。百草未成腐，流萤何遽多。隔阑吹不度，当涧坠如何。微物关秋气，空山映晚酡。谁持白日照，仙魅在岩阿。山僧强解事，为我慕陶公。学种先生柳，安知晋代风。客嘲应不免，吾意故难同。且祝清阴长，他时酒盏中。"
"将自唐山赴台湾同人赋诗赠行因和杨德甫兵部韵留别","清末民国初","易顺鼎","难向重华达片言，皋陶不下问沈冤。游魂八极身为辔，衔恨千龄口似鞬。肯让秦人剪鹑首，欲回周纪次天鼋。寸心自比夔江石，那信东吴未可吞。暴虎冯河岂问他，不妨魑魅喜人过。寂寥故国山中月，荡潏天风海上波。云汝衣裳辞九土，雨来戈戟战群魔。卢龙塞远朱鸢近，赚取离歌作挽歌。有谁髯似仲坚虬，莫畏扶馀路阻修。回日戈思鲁阳战，切云冠学屈原游。神人姑射遥相待，佚女娀台近可求。小别千年行万里，故应魂断日南舟。"
"别台咏怀","清末民国初","易顺鼎","敢云忠信涉波涛，海阔天空任所遭。五两风轻双鸟羽，三千水弱一鸿毛。南窗朱鸟贻书札，东国青童畏佩刀。为念君亲思效死，渡泸往复不辞劳。炎荒十日小盘桓，皂帽依然返幼安。照汗青诗文渡海，满江红曲岳凭阑。遑求泽国持龙节，颇负边人望豸冠。犹有伏波横海志，书生戎服一登坛。使越何曾计橐资，远游心事楚骚知。麒麟凤鸟为先戒，翡翠鲸鱼入小诗。送别五千人槜李，压装三百颗离支。白云黄竹瑶池路，穆满重来定几时。墨绖麻衣岁两更，空悲万里请长缨。蛮烟瘴雨添行色，海水天风和哭声。马革死输鸱革死，龙工生胜鸟工生。虚空已卜年馀到，不向人间更纪程。"
"续别台咏怀","清末民国初","易顺鼎","八极神游世界空，寒门熛阙往来中。东云龙向西云露，南海牛从北海风。馆问碧蹄平秀吉，城寻赤嵌郑成功。纷纷蛮触都经眼，莫把英雄溷乃公。十二连山拥白银，水晶宫阙与为邻。鳌腾轴底思掀地，龙入窗中欲攫人。水立九天云四海，风乘万里日三神。临渊翻洒垂堂泪，虮虱从何有此身。走南走北意如狂，冲暑冲寒祗自伤。春露秋霜悲故国，炎风朔雪感天王。胭脂坐令输胡地，翡翠何曾赚越装。总为死生难自了，人间天上两高堂。九江英布听随何，六郡任嚣教尉佗。万里桥边一杯酒，三垂冈下百年歌。深州未出牛元翼，浪泊难归马伏波。回首鸦军斜日远，风云无计起沙陀。"
"寓台咏怀","清末民国初","易顺鼎","玉门何路望生还，恍忽长辞天地间。黄耳音书隔人海，红毛衣服共云山。亡秦歃血今三户，适越文身古百蛮。皂帽藜床未归客，独惭无术救时艰。田横岛上此臣民，不负天家二百春。中露微君黎望卫，下泉无伯桧思郇。谁忘被发缨冠义，各念茹毛践土身。痛哭珠崖原汉地，大呼仓葛本王人。愁上高楼望夕烽，东南佳气几时钟。水遮王母三千里，山隔刘郎一万重。故垒阵图夔府石，荒城牌字象州松。鲸鲵京观分明在，何事天骄访旧踪。延平祠庙郁岧峣，割据英雄气未消。见说杜鹃啼蜀帝，不妨桀犬吠唐尧。廿年赐姓空开国，再世降王已入朝。十二银山掀鹿耳，精灵犹作伍胥潮。海录虞衡览物华，南方卑湿过长沙。钩辀格磔人如鸟，答遝离支果胜花。日暖炎洲无翡翠，雨昏瘴窟有龙蛇。采风番社何人事，惟见蒲桃载满槎。宝刀未斩郅支头，惭愧炎荒此系舟。泛海零丁文信国，渡泸兵甲武乡侯。偶因射虎随飞将，苦对盘鸢忆少游。马革倘能归故里，招魂应向日南州。"
"续寓台咏怀","清末民国初","易顺鼎","二百年前虱处裈，涵濡煦育子生孙。久无剧盗萑苻泽，那有强藩桔柣门。麦饭牛羊亡国垄，桃花鸡犬远人村。昆明池上旌旗在，谁拨残灰验劫痕。浪泊炎风跕跕鸢，书生翻作马文渊。零丁洋外疑无地，大甲溪边别有天。虎齿所居楼十二，鸿毛难载水三千。中原一发何时达，目断齐州九点烟。贾谊长沙已自伤，长沙今更隔潇湘。元蜂赤蚁苍梧野，紫蟹黄鱼白苇庄。海水似墙遮北极，火云如盖覆南荒。炎方怪底无冰雪，都作羁人鬓上霜。天末孤城城上头，登临无地可销忧。藤萝芦荻如夔府，薜荔芙蓉似柳州。坠露沈云都入海，惊风密雨总当楼。大荒我有他年约，披发骑麟再访秋。八表风云一剑磨，夜骑天驷度天河。梳头逆旅逢张妹，椎髻蛮夷起赵佗。折节太原公子在，感怀真定弟昆多。宝刀难断东流水，万古愁心奈尔何。哀郢怀沙死拒秦，平生幽怨楚灵均。白麟奇木长缨客，紫凤天吴短褐人。南北恍超风马海，东西愁近杀牛邻。卜居终在江鱼腹，岁岁三闾占好春。"
"台舟感怀","清末民国初","易顺鼎","此行端不为鲈鱼，万里南舟驾日车。汉弃朱崖非得已，越薰丹穴果何如。久轻陆贾千金橐，欲达刘公一纸书。碣石潇湘迷处所，海天极目独愁予。火维朱鸟在南窗，蜗角称兵有旧邦。空慕班超探虎穴，岂知项羽走乌江。六州错铸金瓯缺，一局棋枯玉斗撞。且自全躯保妻子，资多终得拥旌幢。顺昌闻道有刘锜，赤手空弮半壁支。即墨田单为守将，睢阳南八是男儿。两河忠义旌旗在，万福威名草木知。谁识洛阳年少客，抚弦悽壮共登陴。漫道扶馀拥仲坚，海滨邹鲁日中天。潮州谪宦能驱鳄，汐社遗民有拜鹃。千圣降灵留命脉，九州同气拒腥膻。辽东皂帽聊城矢，一节徘徊愧昔贤。"
"第六泉四绝句","清末民国初","易顺鼎","太古云浆滴似珠，神功岂止涤膻腴。军持汲后猿窥影，留待他时碧海枯。灵斟道溉得天全，那要供渠蟹眼煎。误识人间老桑苎，几回封寄九江船。金山锡谷细评量，风味端宜老赞皇。四海一瓶休袖手，更持北斗酌天浆。火宅惊看烈焰时，谁将清露洒杨枝。人天一勺皆功德，漫惜骊龙颔下髭。"
"鹧鸪天 五开道上","清末民国初","易顺鼎","瘴树无蝉野径幽。几层云气叫钩辀。山青少见中华店，人黑多居上古楼。沽酒去，趁墟收。斜门近港不通舟。清溪锦石行踪断，照见鸳鸯影亦愁。飞鸟行人路不分。樵歌更在上头闻。替秋增色惟红叶，与世相忘只白云。鞍月样，剑星文。少年骄马向斜曛。何如结个山中屋，枯坐蒲团埽叶焚。"
"鹧鸪天 客自沪上归，言海上多传余艳词，赋此感旧。三首","清末民国初","易顺鼎","澹墨浓愁写数行。妓楼僧院酒家墙。西陵松柏盟苏小，南院桃花吊李香。珊作架，锦为囊。少年别样冶游装。鸳鸯乞句题红藕，鹦鹉徵诗赠绿杨。忽脱鹴裘贳酒还。迷花结习欲全删。参来嚼蜡禅心定，写罢惊鸿赋手闲。披半臂，拥双鬟。此生孤负是红颜。梦和春雪消成水，愁比秋云积作山。风语华言岂足凭。任人指定作明徵。幽兰捏造三生眷，香草流传四海朋。骚下酒，梵旁灯。凡情艳想两俱冰。梦游仙曲无名氏，心出家庵有发僧。"
"南乡子 将抵白门，敬借家大人韵","清末民国初","易顺鼎","剪出翠蓑新。夜夜空江卧冷云。我与梅花同一样，艰辛。风雪天才过几分。何处玉箫闻。更向前头访艳魂。听说南朝花世界，无存。绿减秦淮水半身。楚尾更吴头。篷影如云暝未收。雁与间鸥同渚卧，休休。出处途分漫代筹。沽酒向津楼。隔岸风灯乱醉眸。客里小寒春又近，堪愁。一派江声尚送秋。"
"踏莎行 江南夜泊感怀，敬次家大人韵","清末民国初","易顺鼎","缆影鸥移，篷声雁到。忽惊月出当空早。茫茫多少六朝愁，和秋涨得江天饱。事与花残，山随地老。何人更唱江南好。明朝准备要销魂，白门衰柳啼鸟道。树拥云眠，潮飞雪到。似闻起语舟人早。啼乌催得酒醒时，霜华已打孤篷饱。客夜多寒，离天易老。千般未抵还家好。五更乘月度蛮山，鸟和梦影来争道。"
"忆江南 舟行淮阳高宝间，即事","清末民国初","易顺鼎","江北好，牧笛杂渔讴。平底橛头船放鸭，高前丸髻笛呼牛。画出野塘幽。江北好，少妇也能勤。市远预储新岁酒，家贫不典旧宫裙。髻挽六朝云。江北好，万柳照明漪。黄月有鸦啼坏叶，绿云如马系残枝。想见冶春时。江北好，堤上晚晴初。无数行人无数雁，一重斜照一重湖。中有客帆孤。"
"扫花游 吴门早春和文十叔问韵","清末民国初","易顺鼎","听风听雨，向江上吴宫，又还听雪。早梅未折。怕因循过了，试灯时节。软玉年华，似被昆刀暗切。澹黄月。唤花外笛声，吹起三叠。人远芳讯绝。忆载酒横塘，那回鸳楫。画篷一叶。怅秋娘渡口，水寒筝咽。应被春嗔，旧日心情顿别。艳悰歇。对天涯梦云休说。断云做暝，正水驿无花，画船来悄。雪残未扫。看阊门半掩，那知春到。久欠西施，莫共吴王斗草。系孤棹。叹人远五湖，归雁都杳。心事空缥缈。对残霸宫城，旧家池沼。追游趁早。画十年影事，东风吹帽。江上初梅，笑我垂垂欲老。暮寒峭。问青篷载愁多少。"
"齐天乐 答叔问，和原韵","清末民国初","易顺鼎","江山总是伤心地，春来怕骑骄马。少日情怀，久如死月，才向天边生霸。华年可借。拚流落东吴，妓阑僧社。频感词仙，飘零泪墨酒痕写。苏台柳酣花冶。便红襟白项，乌燕都雅。病榻光阴，欢场影事，赚得香桃一把。客何为者。听恩怨吹多，玉箫声哑。水阁挑灯，待君同夜话。五陵结客而今倦，飘零少年裘马。曲唱黄骢，尊倾绿蚁，曾醉汉家丰霸。头颅可借。感前辈荆高，与人宗社。流落江南，酒徒肝胆向谁写。鱄离侠同疆冶。怪姑苏儿女，空剩柔雅。泪洒春红，真娘墓上，蝶粉斜阳一把。君原健者。怎燕筑吴箫，两般都哑。莫把雄心，对他莺燕话。废池乔木言兵倦，窥江久无胡马。故苑莺啼，荒邱虎踞，凭吊当年残霸。东风似借。叹燕子光阴，又催春社。万感如云，诗痕梦影水边写。烟光远欺梅冶。有旧家亭馆，裙屐妍雅。紫曲迷香，青帘买醉，趁取金尊共把。歌翻白者。怕柔橹无声，山塘都哑。六柱吴船，听他渔女话。乞充水手天应诺，平生使船如马。椎髻蓬头，他年汛宅，共载高人鸿霸。僧楼许借。约净侣谈禅，更开莲社。橹唱钟声，胜于丝竹与陶写。干将莫邪欧冶。早销他剑气，铸作三雅。唤起从前，英雄儿女，瘦骨都无一把。与君听者。怕啼尽东风，杜鹃声哑。有约壶天，买春茅屋话。探春人去知多少，青篷虎山桥下。闻道西崦，花天雪海，万一玉梅都嫁。堆盘菜把。约挑荠廧阴，嫩寒休怕。病榻枯吟，茶烟如水梦回乍。吴宫久无片瓦。纵西施䋞得，谁与论价。一角苏台，垂杨影里，可有阑干红亚。东风尚大。莫吹起春愁，流莺低骂。魂断江南，小楼听雨夜。"
"凤凰台上忆吹箫 初夏感怀，和函楼韵","清末民国初","易顺鼎","燕燕莺莺，风风雨雨，江南自古愁深。看馆娃林苑，吹尽红英。锦瑟年华虚度，肠断处、贺铸孤吟。横塘路，碧天如梦，总是春阴。轻轻。把春送了，千万缕垂杨，难系离情。指一天飞絮，我我卿卿。画舫游人似织，谁知道有客伤心。伤心泪，和他暮潮，暗打空城。飞絮斜阳，落花微雨，旧家门巷红深。谢画檐蛛网，多罥残英。十载欢场恩怨，都分付、浅醉闲吟。春如梦，梦还如水，送了光阴。烟轻。羃薇似帐，坐□□□栊，一碧无情。向绿波低照，怜我怜卿。话到五□□□，把鹃心又换鸥心。归来也，吴天晕黄，眉月窥城。"
"惜红衣 莫愁湖看荷花，连句，用白石吴兴荷花韵","清末民国初","易顺鼎","树影团云，楼阴压水，午风无力。卷上晶帘，凉鸥梦痕碧。芳情楚楚，应解念漂零词客。愁寂。单舸闹红，有鸳魂栖息。青钱万陌。难买婵娟，空香久狼籍。何时载酒，小艇任南北。只让旧时丝柳，记得个人来历。怕满湖金粉，还做六朝秋色。青盖迎秋，红衣坠晚，似嫌风力。脂粉清辉，圆冰射花碧。今宵载酒，谁念我江南愁客。人寂。吹过暗香，是伊家兰息。杨垂御陌。芝问天阶，侯封逊仙籍。鸳鸯一水，肯到白狼北。镜里可怜春好，旧日与谁同历。对者般花朵，空想莫愁颜色。莲叶香中，柳丝影里，六朝金屋。花艳如人，人还艳如玉。一双燕子，惯七二鸳央同宿。枨触。江上远山，学当年眉绿。鸥边睡熟。飞梦吴天，秋心正凄独。今宵料得，客在石湖曲。载个闹红单舸，熨遍小红裙幅。把此时幽怨，分付两枝横竹。"
